Slot,M_4SRA,N_4SRA,MiSn_4SRA,M_2SRA,N_2SRA,MiSn_2SRA,j_start,Mi_FB,MiSn_FB,MiSn_T
2010,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2011,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2012,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2013,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2014,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2015,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2016,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2017,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2018,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2019,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2020,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2021,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2022,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2023,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2024,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2025,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2026,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2027,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2028,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2029,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2030,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2031,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2032,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2033,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2034,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2035,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2036,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2037,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2038,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2039,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2040,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2041,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2042,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2043,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2044,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2045,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2046,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2047,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2048,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2049,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2050,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2051,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2052,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2053,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2054,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2055,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2056,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2057,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2058,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2059,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2060,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2061,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2062,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2063,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2064,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2065,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2066,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2067,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2068,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2069,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2070,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2071,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2072,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2073,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2074,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2075,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2076,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2077,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2078,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2079,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2080,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2081,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2082,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2083,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2084,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2085,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2086,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2087,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2088,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2089,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2090,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2091,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2092,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2093,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2094,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2095,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2096,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2097,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2098,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2099,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2100,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2101,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2102,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2103,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2104,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2105,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2106,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2107,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2108,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2109,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2110,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2111,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2112,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2113,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2114,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2115,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2116,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2117,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2118,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2119,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2120,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2121,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2122,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2123,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2124,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2125,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2126,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2127,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2128,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2129,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2130,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2131,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2132,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2133,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2134,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2135,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2136,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2137,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2138,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2139,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2140,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2141,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2142,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2143,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2144,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2145,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2146,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2147,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2148,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2149,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2150,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2151,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2152,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2153,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2154,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2155,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2156,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2157,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2158,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2159,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2160,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2161,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2162,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2163,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2164,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2165,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2166,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2167,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2168,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2169,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2170,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2171,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2172,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2173,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2174,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2175,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2176,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2177,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2178,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2179,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2180,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2181,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2182,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2183,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2184,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2185,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2186,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2187,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2188,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2189,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2190,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2191,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2192,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2193,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2194,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2195,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2196,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2197,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2198,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2199,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2200,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2201,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2202,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2203,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2204,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2205,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2206,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2207,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2208,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2209,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2210,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2211,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2212,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2213,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2214,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2215,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2216,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2217,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2218,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2219,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2220,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2221,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2222,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2223,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2224,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2225,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2226,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2227,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2228,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2229,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2230,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2231,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2232,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2233,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2234,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2235,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2236,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2237,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2238,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2239,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2240,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2241,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2242,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2243,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2244,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2245,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2246,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2247,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2248,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2249,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2250,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2251,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2252,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2253,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2254,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2255,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2256,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2257,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2258,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2259,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2260,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2261,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2262,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2263,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2264,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2265,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2266,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2267,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2268,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2269,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2270,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2271,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2272,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2273,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2274,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2275,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2276,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2277,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2278,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2279,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2280,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2281,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2282,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2283,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2284,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2285,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2286,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2287,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2288,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2289,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2290,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2291,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2292,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2293,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2294,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2295,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2296,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2297,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2298,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2299,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2300,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2301,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2302,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2303,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2304,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2305,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2306,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2307,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2308,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2309,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2310,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2311,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2312,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2313,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2314,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2315,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2316,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2317,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2318,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2319,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2320,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2321,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2322,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2323,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2324,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2325,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2326,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2327,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2328,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2329,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2330,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2331,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
2332,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
