Slot,M_4SRA,N_4SRA,MiSn_4SRA,M_2SRA,N_2SRA,MiSn_2SRA,Mi_FB,MiSn_FB,MiSn_T
1368,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1369,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1370,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1371,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1372,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1373,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1374,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1375,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1376,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1377,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1378,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1379,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1380,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1381,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1382,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1383,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1384,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1385,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1386,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1387,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1388,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1389,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1390,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1391,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1392,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1393,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1394,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1395,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1396,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1397,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1398,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1399,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1400,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1401,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1402,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1403,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1404,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1405,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1406,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1407,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1408,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1409,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1410,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1411,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1412,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1413,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1414,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1415,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1416,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1417,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1418,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1419,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1420,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1421,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1422,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1423,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1424,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1425,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1426,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1427,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1428,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1429,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1430,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1431,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1432,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1433,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1434,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1435,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1436,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1437,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1438,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1439,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1440,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1441,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1442,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1443,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1444,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1445,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1446,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1447,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1448,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1449,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1450,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1451,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1452,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1453,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1454,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1455,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1456,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1457,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1458,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1459,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1460,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1461,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1462,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1463,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1464,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1465,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1466,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1467,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1468,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1469,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1470,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1471,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1472,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1473,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1474,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1475,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1476,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1477,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1478,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1479,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1480,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1481,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1482,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1483,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1484,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1485,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1486,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1487,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1488,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1489,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1490,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1491,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1492,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1493,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1494,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1495,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1496,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1497,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1498,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1499,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1500,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1501,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1502,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1503,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1504,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1505,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1506,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1507,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1508,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1509,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1510,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1511,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1512,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1513,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1514,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1515,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1516,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1517,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1518,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1519,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1520,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1521,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1522,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1523,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1524,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1525,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1526,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1527,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1528,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1529,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1530,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1531,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1532,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1533,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1534,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1535,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1536,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1537,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1538,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1539,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1540,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1541,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1542,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1543,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1544,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1545,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1546,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1547,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1548,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1549,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1550,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1551,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1552,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1553,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1554,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1555,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1556,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1557,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1558,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1559,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1560,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1561,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1562,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1563,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1564,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1565,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1566,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1567,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1568,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1569,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1570,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1571,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1572,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1573,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1574,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1575,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1576,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1577,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1578,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1579,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1580,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1581,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1582,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1583,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1584,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1585,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1586,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1587,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1588,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1589,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1590,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1591,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1592,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1593,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1594,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1595,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1596,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1597,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1598,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1599,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1600,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1601,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1602,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1603,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1604,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1605,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1606,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1607,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1608,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1609,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1610,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1611,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1612,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1613,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1614,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1615,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1616,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1617,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1618,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1619,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1620,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1621,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1622,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1623,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1624,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1625,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1626,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1627,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1628,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1629,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1630,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1631,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1632,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1633,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1634,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1635,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1636,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1637,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1638,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1639,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1640,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1641,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1642,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1643,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1644,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1645,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1646,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1647,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1648,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1649,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1650,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1651,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1652,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1653,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1654,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1655,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1656,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1657,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1658,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1659,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1660,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1661,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1662,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1663,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1664,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1665,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1666,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1667,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1668,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1669,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1670,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1671,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1672,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1673,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1674,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1675,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1676,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1677,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1678,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1679,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1680,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1681,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1682,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1683,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1684,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1685,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1686,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1687,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1688,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1689,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1690,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1691,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1692,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1693,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1694,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1695,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1696,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1697,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1698,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1699,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1700,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1701,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1702,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1703,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1704,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1705,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1706,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1707,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1708,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1709,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1710,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1711,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1712,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1713,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1714,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1715,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1716,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1717,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1718,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1719,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1720,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1721,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1722,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1723,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1724,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1725,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1726,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1727,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1728,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1729,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1730,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1731,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1732,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1733,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1734,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1735,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1736,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1737,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1738,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1739,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1740,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1741,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1742,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1743,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1744,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1745,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1746,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1747,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1748,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1749,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1750,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1751,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1752,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1753,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1754,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1755,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1756,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1757,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1758,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1759,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1760,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1761,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1762,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1763,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1764,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1765,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1766,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1767,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1768,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1769,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1770,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1771,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1772,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1773,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1774,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1775,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1776,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1777,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1778,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1779,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1780,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1781,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1782,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1783,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1784,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1785,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1786,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1787,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1788,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1789,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1790,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1791,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1792,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1793,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1794,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1795,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1796,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1797,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1798,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1799,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1800,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1801,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1802,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1803,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1804,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1805,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1806,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1807,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1808,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1809,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1810,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1811,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1812,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1813,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1814,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1815,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1816,540,27,0.0,540,27,0.0,0.0,0.0,0.0
